[ 2016-09-25T15:18:45+08:00 ] /wd/ | INFO: Tag[ app_begin ] --START--
[ 2016-09-25T15:18:46+08:00 ] /wd/ | INFO: Run TokenBuild Behavior [ RunTime:0.001000s ]
[ 2016-09-25T15:18:46+08:00 ] /wd/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-09-25T15:18:46+08:00 ] /wd/ | INFO: Run ShowRuntime Behavior [ RunTime:0.000000s ]
[ 2016-09-25T15:18:46+08:00 ] /wd/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003000s ]
[ 2016-09-25T15:18:46+08:00 ] /wd/ | INFO: Tag[ view_end ] --START--
[ 2016-09-25T15:18:46+08:00 ] /wd/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.001000s ]
[ 2016-09-25T15:18:46+08:00 ] /wd/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.001000s ]
[ 2016-09-25T15:18:46+08:00 ] /wd/index.php/Common/verify | INFO: Tag[ route_check ] --START--
[ 2016-09-25T15:18:46+08:00 ] /wd/index.php/Common/verify | INFO: Run CheckRoute Behavior [ RunTime:0.001000s ]
[ 2016-09-25T15:18:46+08:00 ] /wd/index.php/Common/verify | INFO: Tag[ route_check ] --END-- [ RunTime:0.001000s ]
[ 2016-09-25T15:18:46+08:00 ] /wd/index.php/Common/verify | INFO: Tag[ app_begin ] --START--
[ 2016-09-25T15:18:46+08:00 ] /wd/index.php/Common/verify | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-09-25T15:18:46+08:00 ] /wd/index.php/Common/verify | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001000s ]
[ 2016-09-25T15:18:58+08:00 ] /wd/index.php/Common/checkLogin | INFO: Tag[ route_check ] --START--
[ 2016-09-25T15:18:58+08:00 ] /wd/index.php/Common/checkLogin | INFO: Run CheckRoute Behavior [ RunTime:0.001000s ]
[ 2016-09-25T15:18:58+08:00 ] /wd/index.php/Common/checkLogin | INFO: Tag[ route_check ] --END-- [ RunTime:0.001000s ]
[ 2016-09-25T15:18:58+08:00 ] /wd/index.php/Common/checkLogin | INFO: Tag[ app_begin ] --START--
[ 2016-09-25T15:18:58+08:00 ] /wd/index.php/Common/checkLogin | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-09-25T15:18:58+08:00 ] /wd/index.php/Common/checkLogin | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001000s ]
[ 2016-09-25T15:18:58+08:00 ] /wd/index.php/Common/checkLogin | NOTIC: [8] Undefined offset: 1 Action.class.php 第 233 行.
[ 2016-09-25T15:18:59+08:00 ] /wd/index.php/Common/checkLogin | SQL: SHOW COLUMNS FROM `hd_user` [ RunTime:0.022001s ]
[ 2016-09-25T15:18:59+08:00 ] /wd/index.php/Common/checkLogin | SQL: SELECT `password` FROM `hd_user` WHERE ( `account` = 'test003' ) LIMIT 1   [ RunTime:0.001000s ]
[ 2016-09-25T15:18:59+08:00 ] /wd/index.php/Common/checkLogin | INFO: Tag[ route_check ] --START--
[ 2016-09-25T15:18:59+08:00 ] /wd/index.php/Common/checkLogin | INFO: Run CheckRoute Behavior [ RunTime:0.001000s ]
[ 2016-09-25T15:18:59+08:00 ] /wd/index.php/Common/checkLogin | INFO: Tag[ route_check ] --END-- [ RunTime:0.001000s ]
[ 2016-09-25T15:18:59+08:00 ] /wd/index.php/Common/checkLogin | INFO: Tag[ app_begin ] --START--
[ 2016-09-25T15:18:59+08:00 ] /wd/index.php/Common/checkLogin | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-09-25T15:18:59+08:00 ] /wd/index.php/Common/checkLogin | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001000s ]
[ 2016-09-25T15:18:59+08:00 ] /wd/index.php/Common/checkLogin | NOTIC: [8] Undefined offset: 1 Action.class.php 第 233 行.
[ 2016-09-25T15:19:00+08:00 ] /wd/index.php/Common/checkLogin | SQL: SHOW COLUMNS FROM `hd_user` [ RunTime:0.007001s ]
[ 2016-09-25T15:19:00+08:00 ] /wd/index.php/Common/checkLogin | SQL: SELECT `password` FROM `hd_user` WHERE ( `account` = 'test003' ) LIMIT 1   [ RunTime:0.001000s ]
[ 2016-09-25T15:19:03+08:00 ] /wd/ | INFO: Tag[ app_begin ] --START--
[ 2016-09-25T15:19:03+08:00 ] /wd/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-09-25T15:19:03+08:00 ] /wd/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001000s ]
[ 2016-09-25T15:19:03+08:00 ] /wd/ | INFO: Tag[ view_template ] --START--
[ 2016-09-25T15:19:03+08:00 ] /wd/ | INFO: Run LocationTemplate Behavior [ RunTime:0.001000s ]
[ 2016-09-25T15:19:03+08:00 ] /wd/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.001000s ]
[ 2016-09-25T15:19:03+08:00 ] /wd/ | INFO: Tag[ view_parse ] --START--
[ 2016-09-25T15:19:03+08:00 ] /wd/ | NOTIC: [2] Missing argument 2 for TagLib::parseXmlAttr(), called in D:\phpStudy\WWW\wd\Index\Lib\TagLib\TagLibHd.class.php on line 15 and defined TagLib.class.php 第 111 行.
[ 2016-09-25T15:19:03+08:00 ] /wd/ | NOTIC: [8] Undefined index: @attributes TagLib.class.php 第 120 行.
[ 2016-09-25T15:19:03+08:00 ] /wd/ | NOTIC: [2] array_change_key_case() expects parameter 1 to be array, null given TagLib.class.php 第 120 行.
[ 2016-09-25T15:19:04+08:00 ] /wd/ | SQL: SHOW COLUMNS FROM `hd_category` [ RunTime:0.017001s ]
[ 2016-09-25T15:19:04+08:00 ] /wd/ | NOTIC: [8] Undefined offset: 0 Model.class.php 第 270 行.
[ 2016-09-25T15:19:04+08:00 ] /wd/ | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = 0 )  [ RunTime:0.000000s ]
[ 2016-09-25T15:19:04+08:00 ] /wd/ | INFO: Run ParseTemplate Behavior [ RunTime:1.046060s ]
[ 2016-09-25T15:19:04+08:00 ] /wd/ | INFO: Tag[ view_parse ] --END-- [ RunTime:1.046060s ]
[ 2016-09-25T15:19:04+08:00 ] /wd/ | INFO: Tag[ view_filter ] --START--
[ 2016-09-25T15:19:04+08:00 ] /wd/ | INFO: Run ContentReplace Behavior [ RunTime:0.001000s ]
[ 2016-09-25T15:19:04+08:00 ] /wd/ | INFO: Run TokenBuild Behavior [ RunTime:0.001000s ]
[ 2016-09-25T15:19:04+08:00 ] /wd/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2016-09-25T15:19:04+08:00 ] /wd/ | INFO: Run ShowRuntime Behavior [ RunTime:0.000000s ]
[ 2016-09-25T15:19:04+08:00 ] /wd/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003000s ]
[ 2016-09-25T15:19:04+08:00 ] /wd/ | INFO: Tag[ view_end ] --START--
[ 2016-09-25T15:19:04+08:00 ] /wd/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.001001s ]
[ 2016-09-25T15:19:04+08:00 ] /wd/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.001001s ]
[ 2016-09-25T15:19:04+08:00 ] /wd/index.php/Common/verify | INFO: Tag[ route_check ] --START--
[ 2016-09-25T15:19:04+08:00 ] /wd/index.php/Common/verify | INFO: Run CheckRoute Behavior [ RunTime:0.002000s ]
[ 2016-09-25T15:19:04+08:00 ] /wd/index.php/Common/verify | INFO: Tag[ route_check ] --END-- [ RunTime:0.002000s ]
[ 2016-09-25T15:19:04+08:00 ] /wd/index.php/Common/verify | INFO: Tag[ app_begin ] --START--
[ 2016-09-25T15:19:04+08:00 ] /wd/index.php/Common/verify | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002000s ]
[ 2016-09-25T15:19:04+08:00 ] /wd/index.php/Common/verify | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002000s ]
[ 2016-09-25T15:21:54+08:00 ] /wd/ | INFO: Tag[ app_begin ] --START--
[ 2016-09-25T15:21:54+08:00 ] /wd/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2016-09-25T15:21:54+08:00 ] /wd/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000000s ]
[ 2016-09-25T15:21:54+08:00 ] /wd/ | INFO: Tag[ view_template ] --START--
[ 2016-09-25T15:21:54+08:00 ] /wd/ | INFO: Run LocationTemplate Behavior [ RunTime:0.001000s ]
[ 2016-09-25T15:21:54+08:00 ] /wd/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.001000s ]
[ 2016-09-25T15:21:54+08:00 ] /wd/ | INFO: Tag[ view_parse ] --START--
[ 2016-09-25T15:21:54+08:00 ] /wd/ | NOTIC: [2] Missing argument 2 for TagLib::parseXmlAttr(), called in D:\phpStudy\WWW\wd\Index\Lib\TagLib\TagLibHd.class.php on line 15 and defined TagLib.class.php 第 111 行.
[ 2016-09-25T15:21:54+08:00 ] /wd/ | NOTIC: [8] Undefined index: @attributes TagLib.class.php 第 120 行.
[ 2016-09-25T15:21:54+08:00 ] /wd/ | NOTIC: [2] array_change_key_case() expects parameter 1 to be array, null given TagLib.class.php 第 120 行.
[ 2016-09-25T15:21:55+08:00 ] /wd/ | SQL: SHOW COLUMNS FROM `hd_category` [ RunTime:0.017001s ]
[ 2016-09-25T15:21:55+08:00 ] /wd/ | NOTIC: [8] Undefined offset: 0 Model.class.php 第 270 行.
[ 2016-09-25T15:21:55+08:00 ] /wd/ | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = 0 )  [ RunTime:0.000000s ]
[ 2016-09-25T15:21:55+08:00 ] /wd/ | INFO: Run ParseTemplate Behavior [ RunTime:1.060060s ]
[ 2016-09-25T15:21:55+08:00 ] /wd/ | INFO: Tag[ view_parse ] --END-- [ RunTime:1.060060s ]
[ 2016-09-25T15:21:55+08:00 ] /wd/ | INFO: Tag[ view_filter ] --START--
[ 2016-09-25T15:21:55+08:00 ] /wd/ | INFO: Run ContentReplace Behavior [ RunTime:0.002000s ]
[ 2016-09-25T15:21:55+08:00 ] /wd/ | INFO: Run TokenBuild Behavior [ RunTime:0.001001s ]
[ 2016-09-25T15:21:55+08:00 ] /wd/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2016-09-25T15:21:55+08:00 ] /wd/ | INFO: Run ShowRuntime Behavior [ RunTime:0.001000s ]
[ 2016-09-25T15:21:55+08:00 ] /wd/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.004001s ]
[ 2016-09-25T15:21:55+08:00 ] /wd/ | INFO: Tag[ view_end ] --START--
[ 2016-09-25T15:21:55+08:00 ] /wd/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.001000s ]
[ 2016-09-25T15:21:55+08:00 ] /wd/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.002000s ]
[ 2016-09-25T15:21:55+08:00 ] /wd/index.php/Common/verify | INFO: Tag[ route_check ] --START--
[ 2016-09-25T15:21:55+08:00 ] /wd/index.php/Common/verify | INFO: Run CheckRoute Behavior [ RunTime:0.001000s ]
[ 2016-09-25T15:21:55+08:00 ] /wd/index.php/Common/verify | INFO: Tag[ route_check ] --END-- [ RunTime:0.001000s ]
[ 2016-09-25T15:21:55+08:00 ] /wd/index.php/Common/verify | INFO: Tag[ app_begin ] --START--
[ 2016-09-25T15:21:55+08:00 ] /wd/index.php/Common/verify | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002000s ]
[ 2016-09-25T15:21:55+08:00 ] /wd/index.php/Common/verify | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002000s ]
[ 2016-09-25T15:23:38+08:00 ] /wd/ | INFO: Tag[ app_begin ] --START--
[ 2016-09-25T15:23:38+08:00 ] /wd/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001001s ]
[ 2016-09-25T15:23:38+08:00 ] /wd/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001001s ]
[ 2016-09-25T15:23:38+08:00 ] /wd/ | INFO: Tag[ view_template ] --START--
[ 2016-09-25T15:23:38+08:00 ] /wd/ | INFO: Run LocationTemplate Behavior [ RunTime:0.001000s ]
[ 2016-09-25T15:23:38+08:00 ] /wd/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.001000s ]
[ 2016-09-25T15:23:38+08:00 ] /wd/ | INFO: Tag[ view_parse ] --START--
[ 2016-09-25T15:23:38+08:00 ] /wd/ | NOTIC: [2] Missing argument 2 for TagLib::parseXmlAttr(), called in D:\phpStudy\WWW\wd\Index\Lib\TagLib\TagLibHd.class.php on line 15 and defined TagLib.class.php 第 111 行.
[ 2016-09-25T15:23:38+08:00 ] /wd/ | NOTIC: [8] Undefined index: @attributes TagLib.class.php 第 120 行.
[ 2016-09-25T15:23:38+08:00 ] /wd/ | NOTIC: [2] array_change_key_case() expects parameter 1 to be array, null given TagLib.class.php 第 120 行.
[ 2016-09-25T15:23:39+08:00 ] /wd/ | SQL: SHOW COLUMNS FROM `hd_category` [ RunTime:0.018001s ]
[ 2016-09-25T15:23:39+08:00 ] /wd/ | NOTIC: [8] Undefined offset: 0 Model.class.php 第 270 行.
[ 2016-09-25T15:23:39+08:00 ] /wd/ | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = 0 )  [ RunTime:0.000000s ]
[ 2016-09-25T15:23:39+08:00 ] /wd/ | INFO: Run ParseTemplate Behavior [ RunTime:1.048060s ]
[ 2016-09-25T15:23:39+08:00 ] /wd/ | INFO: Tag[ view_parse ] --END-- [ RunTime:1.048060s ]
[ 2016-09-25T15:23:39+08:00 ] /wd/ | INFO: Tag[ view_filter ] --START--
[ 2016-09-25T15:23:39+08:00 ] /wd/ | INFO: Run ContentReplace Behavior [ RunTime:0.001000s ]
[ 2016-09-25T15:23:39+08:00 ] /wd/ | INFO: Run TokenBuild Behavior [ RunTime:0.001000s ]
[ 2016-09-25T15:23:39+08:00 ] /wd/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-09-25T15:23:39+08:00 ] /wd/ | INFO: Run ShowRuntime Behavior [ RunTime:0.001000s ]
[ 2016-09-25T15:23:39+08:00 ] /wd/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.004000s ]
[ 2016-09-25T15:23:39+08:00 ] /wd/ | INFO: Tag[ view_end ] --START--
[ 2016-09-25T15:23:39+08:00 ] /wd/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.001000s ]
[ 2016-09-25T15:23:39+08:00 ] /wd/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.001000s ]
[ 2016-09-25T15:23:39+08:00 ] /wd/index.php/Common/verify | INFO: Tag[ route_check ] --START--
[ 2016-09-25T15:23:39+08:00 ] /wd/index.php/Common/verify | INFO: Run CheckRoute Behavior [ RunTime:0.002000s ]
[ 2016-09-25T15:23:39+08:00 ] /wd/index.php/Common/verify | INFO: Tag[ route_check ] --END-- [ RunTime:0.002000s ]
[ 2016-09-25T15:23:39+08:00 ] /wd/index.php/Common/verify | INFO: Tag[ app_begin ] --START--
[ 2016-09-25T15:23:39+08:00 ] /wd/index.php/Common/verify | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-09-25T15:23:39+08:00 ] /wd/index.php/Common/verify | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002000s ]
[ 2016-09-25T15:31:39+08:00 ] /wd/ | INFO: Tag[ app_begin ] --START--
[ 2016-09-25T15:31:39+08:00 ] /wd/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-09-25T15:31:39+08:00 ] /wd/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001000s ]
[ 2016-09-25T15:31:39+08:00 ] /wd/ | INFO: Tag[ view_template ] --START--
[ 2016-09-25T15:31:39+08:00 ] /wd/ | INFO: Run LocationTemplate Behavior [ RunTime:0.001000s ]
[ 2016-09-25T15:31:39+08:00 ] /wd/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.001000s ]
[ 2016-09-25T15:31:39+08:00 ] /wd/ | INFO: Tag[ view_parse ] --START--
[ 2016-09-25T15:31:39+08:00 ] /wd/ | NOTIC: [2] Missing argument 2 for TagLib::parseXmlAttr(), called in D:\phpStudy\WWW\wd\Index\Lib\TagLib\TagLibHd.class.php on line 15 and defined TagLib.class.php 第 111 行.
[ 2016-09-25T15:31:39+08:00 ] /wd/ | NOTIC: [8] Undefined index: @attributes TagLib.class.php 第 120 行.
[ 2016-09-25T15:31:39+08:00 ] /wd/ | NOTIC: [2] array_change_key_case() expects parameter 1 to be array, null given TagLib.class.php 第 120 行.
[ 2016-09-25T15:31:40+08:00 ] /wd/ | SQL: SHOW COLUMNS FROM `hd_category` [ RunTime:0.011000s ]
[ 2016-09-25T15:31:40+08:00 ] /wd/ | NOTIC: [8] Undefined offset: 0 Model.class.php 第 270 行.
[ 2016-09-25T15:31:40+08:00 ] /wd/ | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = 0 )  [ RunTime:0.001000s ]
[ 2016-09-25T15:31:40+08:00 ] /wd/ | INFO: Run ParseTemplate Behavior [ RunTime:1.070061s ]
[ 2016-09-25T15:31:40+08:00 ] /wd/ | INFO: Tag[ view_parse ] --END-- [ RunTime:1.070061s ]
[ 2016-09-25T15:31:40+08:00 ] /wd/ | INFO: Tag[ view_filter ] --START--
[ 2016-09-25T15:31:40+08:00 ] /wd/ | INFO: Run ContentReplace Behavior [ RunTime:0.001000s ]
[ 2016-09-25T15:31:40+08:00 ] /wd/ | INFO: Run TokenBuild Behavior [ RunTime:0.001000s ]
[ 2016-09-25T15:31:40+08:00 ] /wd/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2016-09-25T15:31:40+08:00 ] /wd/ | INFO: Run ShowRuntime Behavior [ RunTime:0.001001s ]
[ 2016-09-25T15:31:40+08:00 ] /wd/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003001s ]
[ 2016-09-25T15:31:40+08:00 ] /wd/ | INFO: Tag[ view_end ] --START--
[ 2016-09-25T15:31:40+08:00 ] /wd/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.008000s ]
[ 2016-09-25T15:31:40+08:00 ] /wd/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.008000s ]
[ 2016-09-25T15:31:40+08:00 ] /wd/index.php/Common/verify | INFO: Tag[ route_check ] --START--
[ 2016-09-25T15:31:40+08:00 ] /wd/index.php/Common/verify | INFO: Run CheckRoute Behavior [ RunTime:0.002000s ]
[ 2016-09-25T15:31:40+08:00 ] /wd/index.php/Common/verify | INFO: Tag[ route_check ] --END-- [ RunTime:0.002000s ]
[ 2016-09-25T15:31:40+08:00 ] /wd/index.php/Common/verify | INFO: Tag[ app_begin ] --START--
[ 2016-09-25T15:31:40+08:00 ] /wd/index.php/Common/verify | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-09-25T15:31:40+08:00 ] /wd/index.php/Common/verify | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001000s ]
[ 2016-09-25T15:31:44+08:00 ] /wd/ | INFO: Tag[ app_begin ] --START--
[ 2016-09-25T15:31:44+08:00 ] /wd/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2016-09-25T15:31:44+08:00 ] /wd/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000000s ]
[ 2016-09-25T15:31:44+08:00 ] /wd/ | INFO: Tag[ view_template ] --START--
[ 2016-09-25T15:31:44+08:00 ] /wd/ | INFO: Run LocationTemplate Behavior [ RunTime:0.000000s ]
[ 2016-09-25T15:31:44+08:00 ] /wd/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.000000s ]
[ 2016-09-25T15:31:44+08:00 ] /wd/ | INFO: Tag[ view_parse ] --START--
[ 2016-09-25T15:31:44+08:00 ] /wd/ | NOTIC: [2] Missing argument 2 for TagLib::parseXmlAttr(), called in D:\phpStudy\WWW\wd\Index\Lib\TagLib\TagLibHd.class.php on line 15 and defined TagLib.class.php 第 111 行.
[ 2016-09-25T15:31:44+08:00 ] /wd/ | NOTIC: [8] Undefined index: @attributes TagLib.class.php 第 120 行.
[ 2016-09-25T15:31:44+08:00 ] /wd/ | NOTIC: [2] array_change_key_case() expects parameter 1 to be array, null given TagLib.class.php 第 120 行.
[ 2016-09-25T15:31:45+08:00 ] /wd/ | SQL: SHOW COLUMNS FROM `hd_category` [ RunTime:0.009000s ]
[ 2016-09-25T15:31:45+08:00 ] /wd/ | NOTIC: [8] Undefined offset: 0 Model.class.php 第 270 行.
[ 2016-09-25T15:31:45+08:00 ] /wd/ | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = 0 )  [ RunTime:0.000000s ]
[ 2016-09-25T15:31:45+08:00 ] /wd/ | INFO: Run ParseTemplate Behavior [ RunTime:1.048060s ]
[ 2016-09-25T15:31:45+08:00 ] /wd/ | INFO: Tag[ view_parse ] --END-- [ RunTime:1.048060s ]
[ 2016-09-25T15:31:45+08:00 ] /wd/ | INFO: Tag[ view_filter ] --START--
[ 2016-09-25T15:31:45+08:00 ] /wd/ | INFO: Run ContentReplace Behavior [ RunTime:0.001000s ]
[ 2016-09-25T15:31:45+08:00 ] /wd/ | INFO: Run TokenBuild Behavior [ RunTime:0.001000s ]
[ 2016-09-25T15:31:45+08:00 ] /wd/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2016-09-25T15:31:45+08:00 ] /wd/ | INFO: Run ShowRuntime Behavior [ RunTime:0.001000s ]
[ 2016-09-25T15:31:45+08:00 ] /wd/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003000s ]
[ 2016-09-25T15:31:45+08:00 ] /wd/ | INFO: Tag[ view_end ] --START--
[ 2016-09-25T15:31:45+08:00 ] /wd/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.007001s ]
[ 2016-09-25T15:31:45+08:00 ] /wd/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.007001s ]
[ 2016-09-25T15:31:45+08:00 ] /wd/index.php/Common/verify | INFO: Tag[ route_check ] --START--
[ 2016-09-25T15:31:45+08:00 ] /wd/index.php/Common/verify | INFO: Run CheckRoute Behavior [ RunTime:0.002000s ]
[ 2016-09-25T15:31:45+08:00 ] /wd/index.php/Common/verify | INFO: Tag[ route_check ] --END-- [ RunTime:0.002000s ]
[ 2016-09-25T15:31:45+08:00 ] /wd/index.php/Common/verify | INFO: Tag[ app_begin ] --START--
[ 2016-09-25T15:31:45+08:00 ] /wd/index.php/Common/verify | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-09-25T15:31:45+08:00 ] /wd/index.php/Common/verify | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002000s ]
[ 2016-09-25T15:37:38+08:00 ] /wd/ | INFO: Tag[ app_begin ] --START--
[ 2016-09-25T15:37:38+08:00 ] /wd/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-09-25T15:37:38+08:00 ] /wd/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001000s ]
[ 2016-09-25T15:37:38+08:00 ] /wd/ | INFO: Tag[ view_template ] --START--
[ 2016-09-25T15:37:38+08:00 ] /wd/ | INFO: Run LocationTemplate Behavior [ RunTime:0.001000s ]
[ 2016-09-25T15:37:38+08:00 ] /wd/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.001000s ]
[ 2016-09-25T15:37:38+08:00 ] /wd/ | INFO: Tag[ view_parse ] --START--
[ 2016-09-25T15:37:38+08:00 ] /wd/ | NOTIC: [2] Missing argument 2 for TagLib::parseXmlAttr(), called in D:\phpStudy\WWW\wd\Index\Lib\TagLib\TagLibHd.class.php on line 15 and defined TagLib.class.php 第 111 行.
[ 2016-09-25T15:37:38+08:00 ] /wd/ | NOTIC: [8] Undefined index: @attributes TagLib.class.php 第 120 行.
[ 2016-09-25T15:37:38+08:00 ] /wd/ | NOTIC: [2] array_change_key_case() expects parameter 1 to be array, null given TagLib.class.php 第 120 行.
[ 2016-09-25T15:37:39+08:00 ] /wd/ | SQL: SHOW COLUMNS FROM `hd_category` [ RunTime:0.014001s ]
[ 2016-09-25T15:37:39+08:00 ] /wd/ | NOTIC: [8] Undefined offset: 0 Model.class.php 第 270 行.
[ 2016-09-25T15:37:39+08:00 ] /wd/ | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = 0 )  [ RunTime:0.000000s ]
[ 2016-09-25T15:37:39+08:00 ] /wd/ | INFO: Run ParseTemplate Behavior [ RunTime:1.042059s ]
[ 2016-09-25T15:37:39+08:00 ] /wd/ | INFO: Tag[ view_parse ] --END-- [ RunTime:1.042059s ]
[ 2016-09-25T15:37:39+08:00 ] /wd/ | INFO: Tag[ view_filter ] --START--
[ 2016-09-25T15:37:39+08:00 ] /wd/ | INFO: Run ContentReplace Behavior [ RunTime:0.001000s ]
[ 2016-09-25T15:37:39+08:00 ] /wd/ | INFO: Run TokenBuild Behavior [ RunTime:0.001000s ]
[ 2016-09-25T15:37:39+08:00 ] /wd/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2016-09-25T15:37:39+08:00 ] /wd/ | INFO: Run ShowRuntime Behavior [ RunTime:0.001001s ]
[ 2016-09-25T15:37:39+08:00 ] /wd/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003001s ]
[ 2016-09-25T15:37:39+08:00 ] /wd/ | INFO: Tag[ view_end ] --START--
