[ 2016-09-26T19:59:37+08:00 ] /wd/ | INFO: Tag[ app_begin ] --START--
[ 2016-09-26T19:59:38+08:00 ] /wd/ | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = 0 )  [ RunTime:0.000000s ]
[ 2016-09-26T19:59:38+08:00 ] /wd/ | SQL: SHOW COLUMNS FROM `hd_user` [ RunTime:0.015600s ]
[ 2016-09-26T19:59:38+08:00 ] /wd/ | SQL: SELECT `id`,`username`,`face`,`answer`,`adopt`,`ask`,`point`,`exp` FROM `hd_user` WHERE ( `id` = '6' ) LIMIT 1   [ RunTime:0.000000s ]
[ 2016-09-26T19:59:38+08:00 ] /wd/ | INFO: Run ParseTemplate Behavior [ RunTime:0.031200s ]
[ 2016-09-26T19:59:38+08:00 ] /wd/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.031200s ]
[ 2016-09-26T19:59:38+08:00 ] /wd/ | INFO: Tag[ view_filter ] --START--
[ 2016-09-26T19:59:38+08:00 ] /wd/ | INFO: Run ContentReplace Behavior [ RunTime:0.000000s ]
[ 2016-09-26T19:59:38+08:00 ] /wd/ | INFO: Run TokenBuild Behavior [ RunTime:0.000000s ]
[ 2016-09-26T19:59:38+08:00 ] /wd/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2016-09-26T19:59:38+08:00 ] /wd/ | INFO: Run ShowRuntime Behavior [ RunTime:0.015600s ]
[ 2016-09-26T19:59:38+08:00 ] /wd/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.015600s ]
[ 2016-09-26T19:59:38+08:00 ] /wd/ | INFO: Tag[ view_end ] --START--
[ 2016-09-26T19:59:38+08:00 ] /wd/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.000000s ]
[ 2016-09-26T19:59:38+08:00 ] /wd/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.000000s ]
[ 2016-09-26T19:59:38+08:00 ] /wd/index.php/Common/verify | INFO: Tag[ route_check ] --START--
[ 2016-09-26T19:59:38+08:00 ] /wd/index.php/Common/verify | INFO: Run CheckRoute Behavior [ RunTime:0.000000s ]
[ 2016-09-26T19:59:38+08:00 ] /wd/index.php/Common/verify | INFO: Tag[ route_check ] --END-- [ RunTime:0.000000s ]
[ 2016-09-26T19:59:38+08:00 ] /wd/index.php/Common/verify | INFO: Tag[ app_begin ] --START--
[ 2016-09-26T19:59:38+08:00 ] /wd/index.php/Common/verify | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2016-09-26T19:59:38+08:00 ] /wd/index.php/Common/verify | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000000s ]
[ 2016-09-26T20:05:08+08:00 ] /wd/ | INFO: Tag[ app_begin ] --START--
[ 2016-09-26T20:05:08+08:00 ] /wd/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-09-26T20:05:08+08:00 ] /wd/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001000s ]
[ 2016-09-26T20:05:08+08:00 ] /wd/ | INFO: Tag[ view_template ] --START--
[ 2016-09-26T20:05:08+08:00 ] /wd/ | INFO: Run LocationTemplate Behavior [ RunTime:0.001000s ]
[ 2016-09-26T20:05:08+08:00 ] /wd/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.001000s ]
[ 2016-09-26T20:05:08+08:00 ] /wd/ | INFO: Tag[ view_parse ] --START--
[ 2016-09-26T20:05:08+08:00 ] /wd/ | NOTIC: [2] Missing argument 2 for TagLib::parseXmlAttr(), called in D:\phpStudy\WWW\wd\Index\Lib\TagLib\TagLibHd.class.php on line 16 and defined TagLib.class.php 第 111 行.
[ 2016-09-26T20:05:08+08:00 ] /wd/ | NOTIC: [8] Undefined index: @attributes TagLib.class.php 第 120 行.
[ 2016-09-26T20:05:08+08:00 ] /wd/ | NOTIC: [2] array_change_key_case() expects parameter 1 to be array, null given TagLib.class.php 第 120 行.
[ 2016-09-26T20:05:08+08:00 ] /wd/ | NOTIC: [2] Missing argument 2 for TagLib::parseXmlAttr(), called in D:\phpStudy\WWW\wd\Index\Lib\TagLib\TagLibHd.class.php on line 33 and defined TagLib.class.php 第 111 行.
[ 2016-09-26T20:05:08+08:00 ] /wd/ | NOTIC: [8] Undefined variable: tag TagLib.class.php 第 122 行.
[ 2016-09-26T20:05:08+08:00 ] /wd/ | NOTIC: [8] Undefined index:  TagLib.class.php 第 122 行.
[ 2016-09-26T20:05:09+08:00 ] /wd/ | SQL: SHOW COLUMNS FROM `hd_category` [ RunTime:0.005000s ]
[ 2016-09-26T20:05:09+08:00 ] /wd/ | NOTIC: [8] Undefined offset: 0 Model.class.php 第 270 行.
[ 2016-09-26T20:05:09+08:00 ] /wd/ | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = 0 )  [ RunTime:0.001000s ]
[ 2016-09-26T20:05:09+08:00 ] /wd/ | SQL: SHOW COLUMNS FROM `hd_user` [ RunTime:0.006001s ]
[ 2016-09-26T20:05:09+08:00 ] /wd/ | SQL: SELECT `id`,`username`,`face`,`answer`,`adopt`,`ask`,`point`,`exp` FROM `hd_user` WHERE ( `id` = '6' ) LIMIT 1   [ RunTime:0.000000s ]
[ 2016-09-26T20:05:09+08:00 ] /wd/ | INFO: Run ParseTemplate Behavior [ RunTime:1.047060s ]
[ 2016-09-26T20:05:09+08:00 ] /wd/ | INFO: Tag[ view_parse ] --END-- [ RunTime:1.047060s ]
[ 2016-09-26T20:05:09+08:00 ] /wd/ | INFO: Tag[ view_filter ] --START--
[ 2016-09-26T20:05:09+08:00 ] /wd/ | INFO: Run ContentReplace Behavior [ RunTime:0.000000s ]
[ 2016-09-26T20:05:09+08:00 ] /wd/ | INFO: Run TokenBuild Behavior [ RunTime:0.001000s ]
[ 2016-09-26T20:05:09+08:00 ] /wd/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2016-09-26T20:05:09+08:00 ] /wd/ | INFO: Run ShowRuntime Behavior [ RunTime:0.001000s ]
[ 2016-09-26T20:05:09+08:00 ] /wd/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002000s ]
[ 2016-09-26T20:05:09+08:00 ] /wd/ | INFO: Tag[ view_end ] --START--
[ 2016-09-26T20:05:09+08:00 ] /wd/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.008000s ]
[ 2016-09-26T20:05:09+08:00 ] /wd/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.008000s ]
[ 2016-09-26T20:05:09+08:00 ] /wd/index.php/Common/verify | INFO: Tag[ route_check ] --START--
[ 2016-09-26T20:05:09+08:00 ] /wd/index.php/Common/verify | INFO: Run CheckRoute Behavior [ RunTime:0.001001s ]
[ 2016-09-26T20:05:09+08:00 ] /wd/index.php/Common/verify | INFO: Tag[ route_check ] --END-- [ RunTime:0.001001s ]
[ 2016-09-26T20:05:09+08:00 ] /wd/index.php/Common/verify | INFO: Tag[ app_begin ] --START--
[ 2016-09-26T20:05:09+08:00 ] /wd/index.php/Common/verify | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-09-26T20:05:09+08:00 ] /wd/index.php/Common/verify | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001000s ]
[ 2016-09-26T20:51:49+08:00 ] /wd/ | INFO: Tag[ app_begin ] --START--
[ 2016-09-26T20:51:49+08:00 ] /wd/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-09-26T20:51:49+08:00 ] /wd/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001000s ]
[ 2016-09-26T20:51:49+08:00 ] /wd/ | INFO: Tag[ view_template ] --START--
[ 2016-09-26T20:51:49+08:00 ] /wd/ | INFO: Run LocationTemplate Behavior [ RunTime:0.001000s ]
[ 2016-09-26T20:51:49+08:00 ] /wd/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.001000s ]
[ 2016-09-26T20:51:49+08:00 ] /wd/ | INFO: Tag[ view_parse ] --START--
[ 2016-09-26T20:51:49+08:00 ] /wd/ | NOTIC: [2] Missing argument 2 for TagLib::parseXmlAttr(), called in D:\phpStudy\WWW\wd\Index\Lib\TagLib\TagLibHd.class.php on line 16 and defined TagLib.class.php 第 111 行.
[ 2016-09-26T20:51:49+08:00 ] /wd/ | NOTIC: [8] Undefined index: @attributes TagLib.class.php 第 120 行.
[ 2016-09-26T20:51:49+08:00 ] /wd/ | NOTIC: [2] array_change_key_case() expects parameter 1 to be array, null given TagLib.class.php 第 120 行.
[ 2016-09-26T20:51:49+08:00 ] /wd/ | NOTIC: [2] Missing argument 2 for TagLib::parseXmlAttr(), called in D:\phpStudy\WWW\wd\Index\Lib\TagLib\TagLibHd.class.php on line 33 and defined TagLib.class.php 第 111 行.
[ 2016-09-26T20:51:49+08:00 ] /wd/ | NOTIC: [8] Undefined variable: tag TagLib.class.php 第 122 行.
[ 2016-09-26T20:51:49+08:00 ] /wd/ | NOTIC: [8] Undefined index:  TagLib.class.php 第 122 行.
[ 2016-09-26T20:51:49+08:00 ] /wd/ | NOTIC: [8] Undefined variable: _userinfoResult TagLibHd.class.php 第 40 行.
[ 2016-09-26T20:51:50+08:00 ] /wd/ | SQL: SHOW COLUMNS FROM `hd_category` [ RunTime:0.006000s ]
[ 2016-09-26T20:51:50+08:00 ] /wd/ | NOTIC: [8] Undefined offset: 0 Model.class.php 第 270 行.
[ 2016-09-26T20:51:50+08:00 ] /wd/ | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = 0 )  [ RunTime:0.001000s ]
[ 2016-09-26T20:51:50+08:00 ] /wd/ | SQL: SHOW COLUMNS FROM `hd_user` [ RunTime:0.006001s ]
[ 2016-09-26T20:51:50+08:00 ] /wd/ | SQL: SELECT `id`,`username`,`face`,`answer`,`adopt`,`ask`,`point`,`exp` FROM `hd_user` WHERE ( `id` = '6' ) LIMIT 1   [ RunTime:0.001000s ]
[ 2016-09-26T20:51:50+08:00 ] /wd/ | NOTIC: [2] extract() expects at least 1 parameter, 0 given f9c22b8b40e560036663a0ce7ed378ae.php 第 231 行.
[ 2016-09-26T20:51:50+08:00 ] /wd/ | NOTIC: [8] Undefined variable: face f9c22b8b40e560036663a0ce7ed378ae.php 第 234 行.
[ 2016-09-26T20:51:50+08:00 ] /wd/ | NOTIC: [8] Undefined variable: username f9c22b8b40e560036663a0ce7ed378ae.php 第 238 行.
[ 2016-09-26T20:51:50+08:00 ] /wd/ | NOTIC: [8] Undefined variable: point f9c22b8b40e560036663a0ce7ed378ae.php 第 242 行.
[ 2016-09-26T20:51:50+08:00 ] /wd/ | NOTIC: [8] Undefined variable: exp f9c22b8b40e560036663a0ce7ed378ae.php 第 243 行.
[ 2016-09-26T20:51:50+08:00 ] /wd/ | INFO: Run ParseTemplate Behavior [ RunTime:1.041060s ]
[ 2016-09-26T20:51:50+08:00 ] /wd/ | INFO: Tag[ view_parse ] --END-- [ RunTime:1.041060s ]
[ 2016-09-26T20:51:50+08:00 ] /wd/ | INFO: Tag[ view_filter ] --START--
[ 2016-09-26T20:51:50+08:00 ] /wd/ | INFO: Run ContentReplace Behavior [ RunTime:0.001000s ]
[ 2016-09-26T20:51:50+08:00 ] /wd/ | INFO: Run TokenBuild Behavior [ RunTime:0.000000s ]
[ 2016-09-26T20:51:50+08:00 ] /wd/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-09-26T20:51:50+08:00 ] /wd/ | INFO: Run ShowRuntime Behavior [ RunTime:0.000000s ]
[ 2016-09-26T20:51:50+08:00 ] /wd/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002000s ]
[ 2016-09-26T20:51:50+08:00 ] /wd/ | INFO: Tag[ view_end ] --START--
[ 2016-09-26T20:51:50+08:00 ] /wd/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.001000s ]
[ 2016-09-26T20:51:50+08:00 ] /wd/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.001000s ]
[ 2016-09-26T20:51:50+08:00 ] /wd/index.php/Common/verify | INFO: Tag[ route_check ] --START--
[ 2016-09-26T20:51:50+08:00 ] /wd/index.php/Common/verify | INFO: Run CheckRoute Behavior [ RunTime:0.001000s ]
[ 2016-09-26T20:51:50+08:00 ] /wd/index.php/Common/verify | INFO: Tag[ route_check ] --END-- [ RunTime:0.001000s ]
[ 2016-09-26T20:51:50+08:00 ] /wd/index.php/Common/verify | INFO: Tag[ app_begin ] --START--
[ 2016-09-26T20:51:50+08:00 ] /wd/index.php/Common/verify | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-09-26T20:51:50+08:00 ] /wd/index.php/Common/verify | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001000s ]
[ 2016-09-26T20:52:38+08:00 ] /wd/ | INFO: Tag[ app_begin ] --START--
[ 2016-09-26T20:52:38+08:00 ] /wd/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-09-26T20:52:38+08:00 ] /wd/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001000s ]
[ 2016-09-26T20:52:38+08:00 ] /wd/ | INFO: Tag[ view_template ] --START--
[ 2016-09-26T20:52:38+08:00 ] /wd/ | INFO: Run LocationTemplate Behavior [ RunTime:0.000000s ]
[ 2016-09-26T20:52:38+08:00 ] /wd/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.000000s ]
[ 2016-09-26T20:52:38+08:00 ] /wd/ | INFO: Tag[ view_parse ] --START--
[ 2016-09-26T20:52:38+08:00 ] /wd/ | NOTIC: [2] Missing argument 2 for TagLib::parseXmlAttr(), called in D:\phpStudy\WWW\wd\Index\Lib\TagLib\TagLibHd.class.php on line 16 and defined TagLib.class.php 第 111 行.
[ 2016-09-26T20:52:38+08:00 ] /wd/ | NOTIC: [8] Undefined index: @attributes TagLib.class.php 第 120 行.
[ 2016-09-26T20:52:38+08:00 ] /wd/ | NOTIC: [2] array_change_key_case() expects parameter 1 to be array, null given TagLib.class.php 第 120 行.
[ 2016-09-26T20:52:38+08:00 ] /wd/ | NOTIC: [2] Missing argument 2 for TagLib::parseXmlAttr(), called in D:\phpStudy\WWW\wd\Index\Lib\TagLib\TagLibHd.class.php on line 33 and defined TagLib.class.php 第 111 行.
[ 2016-09-26T20:52:38+08:00 ] /wd/ | NOTIC: [8] Undefined variable: tag TagLib.class.php 第 122 行.
[ 2016-09-26T20:52:38+08:00 ] /wd/ | NOTIC: [8] Undefined index:  TagLib.class.php 第 122 行.
[ 2016-09-26T20:52:39+08:00 ] /wd/ | SQL: SHOW COLUMNS FROM `hd_category` [ RunTime:0.004000s ]
[ 2016-09-26T20:52:39+08:00 ] /wd/ | NOTIC: [8] Undefined offset: 0 Model.class.php 第 270 行.
[ 2016-09-26T20:52:39+08:00 ] /wd/ | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = 0 )  [ RunTime:0.001000s ]
[ 2016-09-26T20:52:39+08:00 ] /wd/ | SQL: SHOW COLUMNS FROM `hd_user` [ RunTime:0.004000s ]
[ 2016-09-26T20:52:39+08:00 ] /wd/ | SQL: SELECT `id`,`username`,`face`,`answer`,`adopt`,`ask`,`point`,`exp` FROM `hd_user` WHERE ( `id` = '6' ) LIMIT 1   [ RunTime:0.000000s ]
[ 2016-09-26T20:52:39+08:00 ] /wd/ | INFO: Run ParseTemplate Behavior [ RunTime:1.044060s ]
[ 2016-09-26T20:52:39+08:00 ] /wd/ | INFO: Tag[ view_parse ] --END-- [ RunTime:1.044060s ]
[ 2016-09-26T20:52:39+08:00 ] /wd/ | INFO: Tag[ view_filter ] --START--
[ 2016-09-26T20:52:39+08:00 ] /wd/ | INFO: Run ContentReplace Behavior [ RunTime:0.001000s ]
[ 2016-09-26T20:52:39+08:00 ] /wd/ | INFO: Run TokenBuild Behavior [ RunTime:0.001000s ]
[ 2016-09-26T20:52:39+08:00 ] /wd/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2016-09-26T20:52:39+08:00 ] /wd/ | INFO: Run ShowRuntime Behavior [ RunTime:0.000000s ]
[ 2016-09-26T20:52:39+08:00 ] /wd/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002000s ]
[ 2016-09-26T20:52:39+08:00 ] /wd/ | INFO: Tag[ view_end ] --START--
[ 2016-09-26T20:52:39+08:00 ] /wd/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.001000s ]
[ 2016-09-26T20:52:39+08:00 ] /wd/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.001000s ]
[ 2016-09-26T20:52:39+08:00 ] /wd/index.php/Common/verify | INFO: Tag[ route_check ] --START--
[ 2016-09-26T20:52:39+08:00 ] /wd/index.php/Common/verify | INFO: Run CheckRoute Behavior [ RunTime:0.001000s ]
[ 2016-09-26T20:52:39+08:00 ] /wd/index.php/Common/verify | INFO: Tag[ route_check ] --END-- [ RunTime:0.001000s ]
[ 2016-09-26T20:52:39+08:00 ] /wd/index.php/Common/verify | INFO: Tag[ app_begin ] --START--
[ 2016-09-26T20:52:39+08:00 ] /wd/index.php/Common/verify | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-09-26T20:52:39+08:00 ] /wd/index.php/Common/verify | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001000s ]
[ 2016-09-26T20:53:49+08:00 ] /wd/ | INFO: Tag[ app_begin ] --START--
[ 2016-09-26T20:53:49+08:00 ] /wd/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-09-26T20:53:49+08:00 ] /wd/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001000s ]
[ 2016-09-26T20:53:49+08:00 ] /wd/ | INFO: Tag[ view_template ] --START--
[ 2016-09-26T20:53:49+08:00 ] /wd/ | INFO: Run LocationTemplate Behavior [ RunTime:0.001000s ]
[ 2016-09-26T20:53:49+08:00 ] /wd/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.002000s ]
[ 2016-09-26T20:53:49+08:00 ] /wd/ | INFO: Tag[ view_parse ] --START--
[ 2016-09-26T20:53:50+08:00 ] /wd/ | NOTIC: [2] Missing argument 2 for TagLib::parseXmlAttr(), called in D:\phpStudy\WWW\wd\Index\Lib\TagLib\TagLibHd.class.php on line 16 and defined TagLib.class.php 第 111 行.
[ 2016-09-26T20:53:50+08:00 ] /wd/ | NOTIC: [8] Undefined index: @attributes TagLib.class.php 第 120 行.
[ 2016-09-26T20:53:50+08:00 ] /wd/ | NOTIC: [2] array_change_key_case() expects parameter 1 to be array, null given TagLib.class.php 第 120 行.
[ 2016-09-26T20:53:50+08:00 ] /wd/ | NOTIC: [2] Missing argument 2 for TagLib::parseXmlAttr(), called in D:\phpStudy\WWW\wd\Index\Lib\TagLib\TagLibHd.class.php on line 33 and defined TagLib.class.php 第 111 行.
[ 2016-09-26T20:53:50+08:00 ] /wd/ | NOTIC: [8] Undefined variable: tag TagLib.class.php 第 122 行.
[ 2016-09-26T20:53:50+08:00 ] /wd/ | NOTIC: [8] Undefined index:  TagLib.class.php 第 122 行.
[ 2016-09-26T20:53:51+08:00 ] /wd/ | SQL: SHOW COLUMNS FROM `hd_category` [ RunTime:0.005001s ]
[ 2016-09-26T20:53:51+08:00 ] /wd/ | NOTIC: [8] Undefined offset: 0 Model.class.php 第 270 行.
[ 2016-09-26T20:53:51+08:00 ] /wd/ | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = 0 )  [ RunTime:0.000000s ]
[ 2016-09-26T20:53:51+08:00 ] /wd/ | SQL: SHOW COLUMNS FROM `hd_user` [ RunTime:0.006000s ]
[ 2016-09-26T20:53:51+08:00 ] /wd/ | SQL: SELECT `id`,`username`,`face`,`answer`,`adopt`,`ask`,`point`,`exp` FROM `hd_user` WHERE ( `id` = '6' ) LIMIT 1   [ RunTime:0.000000s ]
[ 2016-09-26T20:53:51+08:00 ] /wd/ | INFO: Run ParseTemplate Behavior [ RunTime:1.049060s ]
[ 2016-09-26T20:53:51+08:00 ] /wd/ | INFO: Tag[ view_parse ] --END-- [ RunTime:1.049060s ]
[ 2016-09-26T20:53:51+08:00 ] /wd/ | INFO: Tag[ view_filter ] --START--
[ 2016-09-26T20:53:51+08:00 ] /wd/ | INFO: Run ContentReplace Behavior [ RunTime:0.001000s ]
[ 2016-09-26T20:53:51+08:00 ] /wd/ | INFO: Run TokenBuild Behavior [ RunTime:0.001000s ]
[ 2016-09-26T20:53:51+08:00 ] /wd/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2016-09-26T20:53:51+08:00 ] /wd/ | INFO: Run ShowRuntime Behavior [ RunTime:0.001000s ]
[ 2016-09-26T20:53:51+08:00 ] /wd/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003000s ]
[ 2016-09-26T20:53:51+08:00 ] /wd/ | INFO: Tag[ view_end ] --START--
[ 2016-09-26T20:53:51+08:00 ] /wd/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.001000s ]
[ 2016-09-26T20:53:51+08:00 ] /wd/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.001000s ]
[ 2016-09-26T20:53:51+08:00 ] /wd/index.php/Common/verify | INFO: Tag[ route_check ] --START--
[ 2016-09-26T20:53:51+08:00 ] /wd/index.php/Common/verify | INFO: Run CheckRoute Behavior [ RunTime:0.002000s ]
[ 2016-09-26T20:53:51+08:00 ] /wd/index.php/Common/verify | INFO: Tag[ route_check ] --END-- [ RunTime:0.002000s ]
[ 2016-09-26T20:53:51+08:00 ] /wd/index.php/Common/verify | INFO: Tag[ app_begin ] --START--
[ 2016-09-26T20:53:51+08:00 ] /wd/index.php/Common/verify | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-09-26T20:53:51+08:00 ] /wd/index.php/Common/verify | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001000s ]
[ 2016-09-26T20:56:59+08:00 ] /wd/ | INFO: Tag[ app_begin ] --START--
[ 2016-09-26T20:56:59+08:00 ] /wd/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-09-26T20:56:59+08:00 ] /wd/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001000s ]
[ 2016-09-26T20:56:59+08:00 ] /wd/ | INFO: Tag[ view_template ] --START--
[ 2016-09-26T20:56:59+08:00 ] /wd/ | INFO: Run LocationTemplate Behavior [ RunTime:0.001001s ]
[ 2016-09-26T20:56:59+08:00 ] /wd/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.002001s ]
[ 2016-09-26T20:56:59+08:00 ] /wd/ | INFO: Tag[ view_parse ] --START--
[ 2016-09-26T20:56:59+08:00 ] /wd/ | NOTIC: [2] Missing argument 2 for TagLib::parseXmlAttr(), called in D:\phpStudy\WWW\wd\Index\Lib\TagLib\TagLibHd.class.php on line 16 and defined TagLib.class.php 第 111 行.
[ 2016-09-26T20:56:59+08:00 ] /wd/ | NOTIC: [8] Undefined index: @attributes TagLib.class.php 第 120 行.
[ 2016-09-26T20:56:59+08:00 ] /wd/ | NOTIC: [2] array_change_key_case() expects parameter 1 to be array, null given TagLib.class.php 第 120 行.
[ 2016-09-26T20:56:59+08:00 ] /wd/ | NOTIC: [2] Missing argument 2 for TagLib::parseXmlAttr(), called in D:\phpStudy\WWW\wd\Index\Lib\TagLib\TagLibHd.class.php on line 33 and defined TagLib.class.php 第 111 行.
[ 2016-09-26T20:56:59+08:00 ] /wd/ | NOTIC: [8] Undefined variable: tag TagLib.class.php 第 122 行.
[ 2016-09-26T20:56:59+08:00 ] /wd/ | NOTIC: [8] Undefined index:  TagLib.class.php 第 122 行.
[ 2016-09-26T20:57:00+08:00 ] /wd/ | SQL: SHOW COLUMNS FROM `hd_category` [ RunTime:0.007000s ]
[ 2016-09-26T20:57:00+08:00 ] /wd/ | NOTIC: [8] Undefined offset: 0 Model.class.php 第 270 行.
[ 2016-09-26T20:57:00+08:00 ] /wd/ | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = 0 )  [ RunTime:0.001000s ]
[ 2016-09-26T20:57:00+08:00 ] /wd/ | SQL: SHOW COLUMNS FROM `hd_user` [ RunTime:0.005000s ]
[ 2016-09-26T20:57:00+08:00 ] /wd/ | SQL: SELECT `id`,`username`,`face`,`answer`,`adopt`,`ask`,`point`,`exp` FROM `hd_user` WHERE ( `id` = '6' ) LIMIT 1   [ RunTime:0.001000s ]
[ 2016-09-26T20:57:00+08:00 ] /wd/ | NOTIC: [2] Division by zero f9c22b8b40e560036663a0ce7ed378ae.php 第 231 行.
[ 2016-09-26T20:57:00+08:00 ] /wd/ | INFO: Run ParseTemplate Behavior [ RunTime:1.046059s ]
[ 2016-09-26T20:57:00+08:00 ] /wd/ | INFO: Tag[ view_parse ] --END-- [ RunTime:1.046059s ]
[ 2016-09-26T20:57:00+08:00 ] /wd/ | INFO: Tag[ view_filter ] --START--
[ 2016-09-26T20:57:00+08:00 ] /wd/ | INFO: Run ContentReplace Behavior [ RunTime:0.001000s ]
